店铺ID,店铺名,托管模式,店铺LOGO,在售商品数,店铺总销量,店铺评分,粉丝数,商品ID,商品标题（中文）,商品标题（英文）,商品主图,商品轮播图,商品视频,商品链接,前台分类（英文）,前台分类（中文）,后台分类,标签,美元价格($),欧元价格(€),GMV($),GMV(€),总销量,日销量,周销量,月销量,美区评分,美区评论数,上架时间,收录时间,main_url,标题,banned,banned_hits
634418222395740.0,EDFVH,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/bc64149c-fd00-4e5d-b460-8d35289b799d_300x300.jpeg,2400.0,77610.0,4.8,2474.0,601101171877915,"一款复古的法式金属墙挂 - ""幸福之路""的乡村青蓝和白色装饰牌，带有精美的漩涡设计 - 非常适合家庭、农舍或客厅装饰 | 理想的礼物，卧室墙艺术 | 乡村装饰 | 壁挂式标志，金属墙艺术装饰","一款复古的法式金属墙挂 - ""幸福之路""的乡村青蓝和白色装饰牌，带有精美的漩涡设计 - 非常适合家庭、农舍或客厅装饰 | 理想的礼物，卧室墙艺术 | 乡村装饰 | 壁挂式标志，金属墙艺术装饰",https://img.kwcdn.com/product/open/2024-07-08/1720417312855-4bdc6a99feda4186b75436ea52bb9be5-goods.jpeg,[https://img.kwcdn.com/product/open/2024-07-08/1720417312855-4bdc6a99feda4186b75436ea52bb9be5-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101171877915&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],4.46,3.83,,,5,,,,,0,2026-09-12 15:38:43,,https://img.kwcdn.com/product/open/2024-07-08/1720417312855-4bdc6a99feda4186b75436ea52bb9be5-goods.jpeg,"一款复古的法式金属墙挂 - ""幸福之路""的乡村青蓝和白色装饰牌，带有精美的漩涡设计 - 非常适合家庭、农舍或客厅装饰 | 理想的礼物，卧室墙艺术 | 乡村装饰 | 壁挂式标志，金属墙艺术装饰",False,
634418219690779.0,Doreen Wall Art,全托,https://img-2.kwcdn.com/supplier-public-tag/1f193482760/e41ca7d0-1419-47c0-91fc-facf9e5d7167_300x300.jpeg,259.0,30000.0,5.0,785.0,601101242488798,1幅带框条纹长裤墙画，豹纹夹克帆布印刷墙艺，休闲姿态海报，大胆色彩艺术印刷品，现代绘画，闲暇时光艺术品，家居装饰，房间美学，海报，理想礼物，含画框,1幅带框条纹长裤墙画，豹纹夹克帆布印刷墙艺，休闲姿态海报，大胆色彩艺术印刷品，现代绘画，闲暇时光艺术品，家居装饰，房间美学，海报，理想礼物，含画框,https://img.kwcdn.com/product/open/8001c7b980474679825184121dc41b33-goods.jpeg,[https://img.kwcdn.com/product/open/8001c7b980474679825184121dc41b33-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101242488798&search_method=user,Home & Kitchen/Wall Art,家居厨房用品/墙面装饰,,[],6.34,5.45,139.51,119.91,22,0.0,0.0,0.0,,0,2026-09-12 11:55:54,,https://img.kwcdn.com/product/open/8001c7b980474679825184121dc41b33-goods.jpeg,1幅带框条纹长裤墙画，豹纹夹克帆布印刷墙艺，休闲姿态海报，大胆色彩艺术印刷品，现代绘画，闲暇时光艺术品，家居装饰，房间美学，海报，理想礼物，含画框,False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101247301666,,"1pc Retro Metal Wall Sign ""My Doctor Says I Need Glasses"" - Vintage Humorous Cat & Wine Glasses Design, 12""x8"" Iron Wall Art for Home, Garage, for Man Cave, Bar Decor - Perfect Gift for Cat Lovers & Humor Enthusiasts, Cat Wall Art",https://img.kwcdn.com/product/fancy/0a97690c-510c-4775-9d20-3a6c3689e59c.jpg,[https://img.kwcdn.com/product/fancy/0a97690c-510c-4775-9d20-3a6c3689e59c.jpg],,https://www.temu.com/search_result.html?search_key=601101247301666&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],3.18,2.73,,,1,,,,,0,2026-09-12 11:47:36,,https://img.kwcdn.com/product/fancy/0a97690c-510c-4775-9d20-3a6c3689e59c.jpg,"1pc Retro Metal Wall Sign ""My Doctor Says I Need Glasses"" - Vintage Humorous Cat & Wine Glasses Design, 12""x8"" Iron Wall Art for Home, Garage, for Man Cave, Bar Decor - Perfect Gift for Cat Lovers & Humor Enthusiasts, Cat Wall Art",False,
634418222847317.0,Customized Small Seller,全托,https://img-2.kwcdn.com/supplier-public-tag/21140d60690/4b1a81c1-dd42-45b9-a769-e91aacec350e_300x300.jpeg,239.0,1176.0,4.8,14.0,601101256447063,定制刻字DIY不锈钢雕刻字母和个性化内容开瓶器钥匙链，时尚实用设计，是父亲或长辈的理想礼物，完美适合父亲节圣诞节礼物,定制刻字DIY不锈钢雕刻字母和个性化内容开瓶器钥匙链，时尚实用设计，是父亲或长辈的理想礼物，完美适合父亲节圣诞节礼物,https://img.kwcdn.com/product/open/1201e563682e4386a0055bd3814d3a9c-goods.jpeg,[https://img.kwcdn.com/product/open/1201e563682e4386a0055bd3814d3a9c-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101256447063&search_method=user,Home & Kitchen/Dining & Entertaining,家居厨房用品/餐厅用品,,[],12.2,10.48,,,0,,,,,0,2026-09-12 00:34:49,,https://img.kwcdn.com/product/open/1201e563682e4386a0055bd3814d3a9c-goods.jpeg,定制刻字DIY不锈钢雕刻字母和个性化内容开瓶器钥匙链，时尚实用设计，是父亲或长辈的理想礼物，完美适合父亲节圣诞节礼物,False,
634418209881095.0,GSSQ,全托,https://img-2.kwcdn.com/supplier-public-tag/c59f68fa-b73f-4ebf-9a07-1c2c79bd77ac,1685.0,257118.0,4.9,13427.0,601101285194192,11盎司搞笑同事感谢咖啡杯 - “一起工作是同事，聊天变朋友”彩色文字白色杯子，幽默办公室生日告别圣诞礼物，趣味同事礼物，创意排版设计,11盎司搞笑同事感谢咖啡杯 - “一起工作是同事，聊天变朋友”彩色文字白色杯子，幽默办公室生日告别圣诞礼物，趣味同事礼物，创意排版设计,https://img.kwcdn.com/product/open/c97c5676c075491197da2a8297c234a9-goods.jpeg,[https://img.kwcdn.com/product/open/c97c5676c075491197da2a8297c234a9-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101285194192&search_method=user,Home & Kitchen/Glassware & Drinkware,家居厨房用品/杯具,,[],7.95,6.83,,,3,,,,,0,2026-09-12 14:17:07,,https://img.kwcdn.com/product/open/c97c5676c075491197da2a8297c234a9-goods.jpeg,11盎司搞笑同事感谢咖啡杯 - “一起工作是同事，聊天变朋友”彩色文字白色杯子，幽默办公室生日告别圣诞礼物，趣味同事礼物，创意排版设计,False,
634418212014799.0,TWOCAT,全托,https://img-2.kwcdn.com/supplier-public-tag/1e65f70486/c15a85e9-a4f8-4627-90cc-892606b12354_300x300.jpeg,308.0,56000.0,4.7,102.0,601101326970477,定制名字星空飞马凤凰2D门帘 - 绚丽火焰橙黄神话生物设计，耐用聚酯室内外装饰，适用于婚礼、生日、毕业派对 - 无需电力，全年主题派对装饰，星空天幕风格,定制名字星空飞马凤凰2D门帘 - 绚丽火焰橙黄神话生物设计，耐用聚酯室内外装饰，适用于婚礼、生日、毕业派对 - 无需电力，全年主题派对装饰，星空天幕风格,https://img.kwcdn.com/product/fancy/cf8b220f-b2d2-4b7d-a477-e15432dd7d86.jpg,[https://img.kwcdn.com/product/fancy/cf8b220f-b2d2-4b7d-a477-e15432dd7d86.jpg],,https://www.temu.com/search_result.html?search_key=601101326970477&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],10.02,8.61,10.02,8.61,1,0.0,0.0,0.0,,0,2026-09-12 18:05:33,,https://img.kwcdn.com/product/fancy/cf8b220f-b2d2-4b7d-a477-e15432dd7d86.jpg,定制名字星空飞马凤凰2D门帘 - 绚丽火焰橙黄神话生物设计，耐用聚酯室内外装饰，适用于婚礼、生日、毕业派对 - 无需电力，全年主题派对装饰，星空天幕风格,False,
634418212014799.0,TWOCAT,全托,https://img-2.kwcdn.com/supplier-public-tag/1e65f70486/c15a85e9-a4f8-4627-90cc-892606b12354_300x300.jpeg,308.0,56000.0,4.7,102.0,601101373614254,【定制】名称个性定制黑光反应复古迪斯科舞会装饰 - 生日派对与照相亭用荧光夜光背景布，涤纶材质，无需电力,【定制】名称个性定制黑光反应复古迪斯科舞会装饰 - 生日派对与照相亭用荧光夜光背景布，涤纶材质，无需电力,https://img.kwcdn.com/product/open/25aea36b60d349a4b869b395f59cff88-goods.jpeg,[https://img.kwcdn.com/product/open/25aea36b60d349a4b869b395f59cff88-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101373614254&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],8.75,7.52,61.25,52.64,7,0.0,0.0,0.0,,0,2026-09-12 18:05:37,,https://img.kwcdn.com/product/open/25aea36b60d349a4b869b395f59cff88-goods.jpeg,【定制】名称个性定制黑光反应复古迪斯科舞会装饰 - 生日派对与照相亭用荧光夜光背景布，涤纶材质，无需电力,False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101388609186,,"Vintage Chamonix France Metal Tin Sign - Waterproof & Weather-Resistant Wall Art with Retro Travel Illustration - 8""x12"" Iron Poster Plate for Home, Bar, Garden, Office Decor - Perfect for Room Decor",https://img.kwcdn.com/product/1f79702e10/aed633e4-7e88-449c-8d96-57379580c5e6_1200x1200.jpeg,[https://img.kwcdn.com/product/1f79702e10/aed633e4-7e88-449c-8d96-57379580c5e6_1200x1200.jpeg],,https://www.temu.com/search_result.html?search_key=601101388609186&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],7.73,6.64,,,17,,,,,0,2026-09-12 11:53:04,,https://img.kwcdn.com/product/1f79702e10/aed633e4-7e88-449c-8d96-57379580c5e6_1200x1200.jpeg,"Vintage Chamonix France Metal Tin Sign - Waterproof & Weather-Resistant Wall Art with Retro Travel Illustration - 8""x12"" Iron Poster Plate for Home, Bar, Garden, Office Decor - Perfect for Room Decor",False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101388853101,,"Vintage ""Cowgirls Are God's Wildest Angels"" Metal Sign - 8.0inch X 12.0inch Rustic Iron Wall Decor, Perfect for Home, Bar, Garden, Cafe, Garage - Durable Indoor/Outdoor Art with Cowboy Hat and Horse Illustration, Rustic Home Decor|Western Theme",https://img.kwcdn.com/product/fancy/cf178b3f-c101-4de0-8487-121cca05227e.jpg,[https://img.kwcdn.com/product/fancy/cf178b3f-c101-4de0-8487-121cca05227e.jpg],,https://www.temu.com/search_result.html?search_key=601101388853101&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],4.9,4.21,,,0,,,,,0,2026-09-12 11:53:51,,https://img.kwcdn.com/product/fancy/cf178b3f-c101-4de0-8487-121cca05227e.jpg,"Vintage ""Cowgirls Are God's Wildest Angels"" Metal Sign - 8.0inch X 12.0inch Rustic Iron Wall Decor, Perfect for Home, Bar, Garden, Cafe, Garage - Durable Indoor/Outdoor Art with Cowboy Hat and Horse Illustration, Rustic Home Decor|Western Theme",False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101389005996,,"1pc Bohemian Peace Garden Metal Sign - ""Imagine All People Living in Peace"" Vintage Iron Wall Art, Multi-Colored Floral Design, Retro Outdoor Courtyard Decor for Summer Lawn Or Bedroom Display",https://img.kwcdn.com/product/aisc_image/fancy/opt/301509c18fed40aa9e9a1dd7a1cfdf0f-goods.jpeg,[https://img.kwcdn.com/product/aisc_image/fancy/opt/301509c18fed40aa9e9a1dd7a1cfdf0f-goods.jpeg],https://goods-vod.kwcdn.com/goods-video/83b73d5e55f228e289134e51a104de152c7d6cfb.f30.mp4,https://www.temu.com/search_result.html?search_key=601101389005996&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],5.42,4.66,,,0,,,,,0,2026-09-12 11:53:51,,https://img.kwcdn.com/product/aisc_image/fancy/opt/301509c18fed40aa9e9a1dd7a1cfdf0f-goods.jpeg,"1pc Bohemian Peace Garden Metal Sign - ""Imagine All People Living in Peace"" Vintage Iron Wall Art, Multi-Colored Floral Design, Retro Outdoor Courtyard Decor for Summer Lawn Or Bedroom Display",False,
634418222395740.0,EDFVH,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/bc64149c-fd00-4e5d-b460-8d35289b799d_300x300.jpeg,2400.0,77610.0,4.8,2474.0,601101401895495,1件复古“欢迎来到我们的快乐之地”铝制标牌，20.32x30.48厘米 - 带有花边的复古墙艺术，适用于家庭、花园、客厅和入口装饰，完美的圣帕特里克节、圣诞节、复活节、情人节、前门悬挂装饰，金属材料，入口装饰 | 乡村墙艺术 | 耐用的金属标牌，金属户外装饰,1件复古“欢迎来到我们的快乐之地”铝制标牌，20.32x30.48厘米 - 带有花边的复古墙艺术，适用于家庭、花园、客厅和入口装饰，完美的圣帕特里克节、圣诞节、复活节、情人节、前门悬挂装饰，金属材料，入口装饰 | 乡村墙艺术 | 耐用的金属标牌，金属户外装饰,https://img.kwcdn.com/product/fancy/a7565365-9b1e-4a2a-93b2-77526a48c001.jpg,[https://img.kwcdn.com/product/fancy/a7565365-9b1e-4a2a-93b2-77526a48c001.jpg],,https://www.temu.com/search_result.html?search_key=601101401895495&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],4.02,3.45,,,0,,,,,0,2026-09-12 15:38:42,,https://img.kwcdn.com/product/fancy/a7565365-9b1e-4a2a-93b2-77526a48c001.jpg,1件复古“欢迎来到我们的快乐之地”铝制标牌，20.32x30.48厘米 - 带有花边的复古墙艺术，适用于家庭、花园、客厅和入口装饰，完美的圣帕特里克节、圣诞节、复活节、情人节、前门悬挂装饰，金属材料，入口装饰 | 乡村墙艺术 | 耐用的金属标牌，金属户外装饰,False,
634418222395740.0,EDFVH,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/bc64149c-fd00-4e5d-b460-8d35289b799d_300x300.jpeg,2400.0,77610.0,4.8,2474.0,601101514982964,复古 RICAAARD 法式风格汽车金属标牌 - 19.81x29.97cm，复古黄色和蓝色汽车设计，家居、车库、办公室或厨房的墙面装饰，易于悬挂的铁艺品，金属墙面艺术装饰,复古 RICAAARD 法式风格汽车金属标牌 - 19.81x29.97cm，复古黄色和蓝色汽车设计，家居、车库、办公室或厨房的墙面装饰，易于悬挂的铁艺品，金属墙面艺术装饰,https://img.kwcdn.com/product/fancy/4c402dc1-e6a0-43f9-83d9-adb7c4677a86.jpg,[https://img.kwcdn.com/product/fancy/4c402dc1-e6a0-43f9-83d9-adb7c4677a86.jpg],,https://www.temu.com/search_result.html?search_key=601101514982964&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],6.26,5.38,,,31,,,,,0,2026-09-12 15:38:44,,https://img.kwcdn.com/product/fancy/4c402dc1-e6a0-43f9-83d9-adb7c4677a86.jpg,复古 RICAAARD 法式风格汽车金属标牌 - 19.81x29.97cm，复古黄色和蓝色汽车设计，家居、车库、办公室或厨房的墙面装饰，易于悬挂的铁艺品，金属墙面艺术装饰,False,
634418209625556.0,Latacaca,全托,https://img-2.kwcdn.com/supplier-public-tag/201a0da8cfb/11016de4-818c-483a-a42b-0bb7a1c2d1fd_300x300.jpeg,2427.0,200000.0,4.8,18404.0,601101517990964,Latacaca 2/3件套印度战士设计床笠套装，包括1件床笠和2件枕套，时尚床上用品，可机洗，舒适床单套装，适合全年使用,Latacaca 2/3件套印度战士设计床笠套装，包括1件床笠和2件枕套，时尚床上用品，可机洗，舒适床单套装，适合全年使用,https://img.kwcdn.com/product/open/60b34c6cafef4d5b85a67ff90d13e0f3-goods.jpeg,[https://img.kwcdn.com/product/open/60b34c6cafef4d5b85a67ff90d13e0f3-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101517990964&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[广告],20.08,17.26,,,1,,,,,0,2026-09-12 11:09:02,,https://img.kwcdn.com/product/open/60b34c6cafef4d5b85a67ff90d13e0f3-goods.jpeg,Latacaca 2/3件套印度战士设计床笠套装，包括1件床笠和2件枕套，时尚床上用品，可机洗，舒适床单套装，适合全年使用,False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101561372498,,"1-Pack Retro Dancing Cats in Kitchen Metal Wall Art - Vintage Wrought Iron Sign with ""In This Kitchen We Dance"" Quote, 8x12 Inch Indoor/Outdoor Decor for Home, Cafe, Office - No Electricity Needed, Cat Decor, Indoor Outdoor Art, Floral Accent Piece, Colorful Artwork, Home Decoration, Home Decorators",https://img.kwcdn.com/product/fancy/af14f897-2881-4cf3-a4f5-2a6115d1aa73.jpg,[https://img.kwcdn.com/product/fancy/af14f897-2881-4cf3-a4f5-2a6115d1aa73.jpg],,https://www.temu.com/search_result.html?search_key=601101561372498&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],3.75,3.22,,,0,,,,,0,2026-09-12 11:47:36,,https://img.kwcdn.com/product/fancy/af14f897-2881-4cf3-a4f5-2a6115d1aa73.jpg,"1-Pack Retro Dancing Cats in Kitchen Metal Wall Art - Vintage Wrought Iron Sign with ""In This Kitchen We Dance"" Quote, 8x12 Inch Indoor/Outdoor Decor for Home, Cafe, Office - No Electricity Needed, Cat Decor, Indoor Outdoor Art, Floral Accent Piece, Colorful Artwork, Home Decoration, Home Decorators",False,
634418222385698.0,QSWSE,全托,https://img-2.kwcdn.com/supplier-public-tag/2013f77285c/7637d9d1-984c-4808-8859-7b272d955828_300x300.jpeg,4190.0,89174.0,4.9,2274.0,601101561981171,,"Retro Christmas Puppy & Kitten Metal Tin Wall Art - Rustic Holiday Decor with Snowy Scene, Gift Boxes & Festive Accents, 12x8 Inches, Perfect for Home & Pet Store Celebrations, Pet Store Decoration | Festive Wall Art | Durable Wall Plaque, Christmas Wall Art",https://img.kwcdn.com/product/open/2024-10-08/1728356781965-81ebf45014e04bbfa54be9073cdec7f4-goods.jpeg,[https://img.kwcdn.com/product/open/2024-10-08/1728356781965-81ebf45014e04bbfa54be9073cdec7f4-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101561981171&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],6.24,5.36,,,0,,,,,0,2026-09-12 11:47:36,,https://img.kwcdn.com/product/open/2024-10-08/1728356781965-81ebf45014e04bbfa54be9073cdec7f4-goods.jpeg,"Retro Christmas Puppy & Kitten Metal Tin Wall Art - Rustic Holiday Decor with Snowy Scene, Gift Boxes & Festive Accents, 12x8 Inches, Perfect for Home & Pet Store Celebrations, Pet Store Decoration | Festive Wall Art | Durable Wall Plaque, Christmas Wall Art",False,
634418217269452.0,CozyCollective Art,全托,https://img-2.kwcdn.com/supplier-public-tag/1fee581fc0/4f53374d-6c3a-4f5c-902e-002b0700112e_1000x756.jpeg,27.0,23000.0,4.7,43.0,601101594229744,1幅复古鸟类海报 - 竖版现代装饰艺术墙画，适用于卧室，柔和质朴的鸟类印花，无框油墨帆布海报，春季主题装饰画,1幅复古鸟类海报 - 竖版现代装饰艺术墙画，适用于卧室，柔和质朴的鸟类印花，无框油墨帆布海报，春季主题装饰画,https://img.kwcdn.com/product/open/de564f11fbb14352b0e1cc95c8ee4548-goods.jpeg,[https://img.kwcdn.com/product/open/de564f11fbb14352b0e1cc95c8ee4548-goods.jpeg],,https://www.temu.com/search_result.html?search_key=601101594229744&search_method=user,Home & Kitchen/Wall Art,家居厨房用品/墙面装饰,,[90天内最低价格],2.3,1.98,,,7,,,,,0,2026-09-12 11:52:21,,https://img.kwcdn.com/product/open/de564f11fbb14352b0e1cc95c8ee4548-goods.jpeg,1幅复古鸟类海报 - 竖版现代装饰艺术墙画，适用于卧室，柔和质朴的鸟类印花，无框油墨帆布海报，春季主题装饰画,False,
