排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
65,1.1004782173625818,601101897075496,2D平面，装裱2D平面画作，3件套装裱帆布画，优雅的土色调视觉盛宴，包豪斯风格海报，抽象墙艺，中世纪现代装饰画，几何艺术，客厅、酒吧、家居及宿舍墙面装饰，咖啡馆,32.33,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/34bc4290-a1ee-471c-98e7-1dc50a5159ce.jpg,https://www.temu.com/search_result.html?search_key=601101897075496&search_method=user,913.csv,True,酒,False,4
66,1.098298898252156,607103271985688,2D平面自定义个性化平面印刷派个横幅，1件装，牛印花背景设计模板，可添加宠物照片、动漫、Logo或文字，适用于家庭照片展示、返校季、万圣节、圣诞节,5.48,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/aisc_image/algo/opt/519679b1/7cd24092/08b64c8fd1754ef0a515d48762795510-goods.jpeg,https://www.temu.com/search_result.html?search_key=607103271985688&search_method=user,913.csv,False,,True,0
67,1.0981010448309256,601101475895494,100%手绘油画，丙烯画，抽象风景前置双色浓缩咖啡杯，浅蓝与青绿透明池塘背景，现代家居办公室装饰画，当代手工艺术品，墙面装饰，无框，大尺寸,35.22,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/920b74f4-7409-4c35-bdd2-d03bc44ee6e9.jpg,https://www.temu.com/search_result.html?search_key=601101475895494&search_method=user,913.csv,False,,True,2
68,1.097235482910111,607106962937089,1pc 家用酒店弹力波浪斜纹提花大号搁脚凳套方形搁脚凳套,13.4,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/1c0c3016-9a9d-4cdf-a139-dfe0290cc78d.jpg,https://www.temu.com/search_result.html?search_key=607106962937089&search_method=user,913.csv,True,酒|家用,False,14
69,1.097092364982671,607129310175059,2pcs（1个收纳袋+1个挂钩）多功能厨房收纳网袋-便携手提式镂空透气 姜蒜壁挂式整理器 | 家居必备配件,1.35,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/1ca70420-91ed-45bc-add2-9e21a59706a9.jpg,https://www.temu.com/search_result.html?search_key=607129310175059&search_method=user,913.csv,False,,True,0
70,1.0957738383721016,607109445949963,女孩与小猫雕像，温柔女孩亲猫咪温馨装饰摆件，温柔相伴，与猫共度时光,0.91,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/efac1a3b-787d-4003-8a37-578dc976356d.jpg,https://www.temu.com/search_result.html?search_key=607109445949963&search_method=user,913.csv,False,,True,0
71,1.095535589340222,607119847859013,小熊主题生日气球装饰套装14件套，含小熊铝箔气球、数字气球、毛毡生日快乐横幅、心形铝箔气球、随机颜色丝带，适用于小熊生日派对装饰、男童一岁生日派对及迎婴派对装饰,5.46,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/35a83323a56942d1a6307229e56164f7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607119847859013&search_method=user,913.csv,False,,True,24
72,1.089093863182748,601103635100783,Lyna Vallejos现代修身床笠三件套，为您的卧室空间带来协调统一的设计，适用于中性或趣味装饰风格,24.93,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/385c1640b8434080b8a105ab3e422c10-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103635100783&search_method=user,913.csv,False,,False,1
73,1.0863028702696664,607287418673459,牛奶绒床笠 素色加厚加绒床垫保护套 秋冬保暖360°全包裹防滑床罩 柔软舒适可机洗床垫罩 单人双人大双人特大床 冬季寒冷床上用品 不含枕芯枕套,15.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/99c4d801-8225-481d-9b2b-d78c817e5f48.jpg,https://www.temu.com/search_result.html?search_key=607287418673459&search_method=user,913.csv,False,,False,0
74,1.0847516441554597,607111593483813,"2pcs Set (1pc Elegant Metal Napkin Holder And 1pc Gift Yellow Duck Storage Bag), Fashionable Cast Iron Design, Vertical Desktop Paper Towel Dispenser for Dining, Kitchen, And Cafe, Easy Storage Solution",3.82,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/fd4045bdadb9481880e4bed55d326a03-goods.jpeg,https://www.temu.com/search_result.html?search_key=607111593483813&search_method=user,913.csv,False,,True,0
75,1.083735256390498,607130115477899,2d平面，1件摩托车艺术标牌装饰画，圣诞快乐木质标牌，肌肉圣诞老人牌标志，节日精神，非常适合家庭、办公室、咖啡馆或车库装饰，理想的节日礼物，2D平面,1.94,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/04bfeb645d004a89965f5317ee51d8fb-goods.jpeg,https://www.temu.com/search_result.html?search_key=607130115477899&search_method=user,913.csv,False,,True,0
76,1.0837068259755631,606716456457060,1件纯色加厚保暖内衬床笠，卧室立体镂空内衬床罩，床垫套，床垫垫层，床笠式床垫保护罩，床上用品（不含枕套）,13.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/0d7bfecc-8c32-4dd9-8a9c-777037c08837.jpg,https://www.temu.com/search_result.html?search_key=606716456457060&search_method=user,913.csv,False,,False,8
77,1.0832942589287682,605628386934177,2个波西米亚几何图案抱枕套 | 棕色涤纶，拉链封口，适用于客厅和卧室，可机洗,6.53,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/87d57849-f5f4-4a6f-a415-41820c5049ff.jpg,https://www.temu.com/search_result.html?search_key=605628386934177&search_method=user,913.csv,False,,False,15
78,1.0830622338155795,607128639096113,"Munich Oktoberfest Tablecloth, 1pc, Beer Cup Printed Pattern Decorative Tablecloth, Single-Sided Printing, Polyester Material, Multiple Sizes Available, Suitable for Munich Oktoberfest Kitchen, Restaurant, Holiday Home Decor, Picnic Party Tablecloth",5.12,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/f1c4bae82500462a8c454939233fc3f7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607128639096113&search_method=user,913.csv,False,,True,0
79,1.0714871919336375,607107969609714,1件装 弹力横幅拱门带奇趣天空背景 - 可伸缩氨纶/弧形装饰 适用于婚礼、生日、迎婴派对、毕业典礼、圣诞节、复活节等装饰,15.97,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/21137b27f2e/874ace65-944c-4ed7-8759-5af1933857dd_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607107969609714&search_method=user,913.csv,False,,True,0
80,1.0703648672401098,607104278596342,2D平面1件“Queen Bee 蜂后”图案的金属铝皮标牌圆形装饰画，尺寸(7.87英寸x7.87英寸/20公分*20公分)，适合放置在房间/餐厅/酒吧，装饰金属招牌，2D平面款。,3.85,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21140d6a368/b6a33e81-ecc4-4b47-b8f5-162223bb672d_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607104278596342&search_method=user,913.csv,True,酒,True,0
81,1.0683171280459882,606984086594595,单向透视静电吸附式隐私窗膜，隔热防窥，适用于家居玻璃防护,11.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2c5c2aeb1612443ca09f1bd199c737e2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606984086594595&search_method=user,913.csv,False,,False,4
82,1.065141032715046,607252790536416,3件装优质大型洗衣袋，适合精致衣物 - 耐用涤纶网眼，配有优质拉链，多用途洗衣网，适合宿舍和收纳,4.12,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/d525075ccbf0485da959efba017c7d1f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607252790536416&search_method=user,913.csv,False,,False,6
83,1.0648768741875942,607125753400914,"8/16/24 Vintage Hemp Rope Small Round Ball Lights, 8 Modes, Garden Decoration Light String, Suitable for Gardens, Courtyards, Trees, Camping, Weddings, Parties, Easter, Cafes, Holiday Celebrations",7.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/f0c4df62d90447a8bf82648cb368eac5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607125753400914&search_method=user,913.csv,False,,True,0
84,1.0642979202321923,607129981289294,2D平面 - 乡村女巫屋木质标牌，尺寸12.7 X 40.64厘米，非常适合复古万圣节墙壁装饰。是农舍入口和客厅的理想选择,2.15,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/8b69be6f68514e9aa8c376d7a26499a0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129981289294&search_method=user,913.csv,False,,True,0
85,1.062049546043631,606634717869078,8件一次性旅行枕套，加厚柔软，适用于酒店、美容院、户外露营,4.78,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/2d4b173e70844ce080c41445e33c66b6-goods.jpeg,https://www.temu.com/search_result.html?search_key=606634717869078&search_method=user,913.csv,True,酒,False,0
86,1.0586450763301312,606950800649682,字母FM印花靠枕套 18×18inch 双面印花 聚脂钎维(可机洗) 简约黑白风格 适用于家庭、房间、沙发、沙发、圣诞派对装饰各种场景 隐形拉链设计防尘耐用 节假日礼物；仅含枕套，不含枕芯,3.64,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/5fcbb536-1aa6-4da4-8e27-6449e0988415.jpg,https://www.temu.com/search_result.html?search_key=606950800649682&search_method=user,913.csv,False,,False,0
87,1.0582691340031443,606910266850224,20只装，万圣节蜘蛛网主题生日快乐八角形一次性纸盘，蓝底黑红边7英寸荷叶边甜点盘，适用于万圣节主题派对装饰餐具及节日庆典用餐用品,5.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/208c1896-1ab7-4da5-b1eb-5fff2ea906f0.jpg,https://www.temu.com/search_result.html?search_key=606910266850224&search_method=user,913.csv,False,,False,6
88,1.0573372300100123,607130316813037,2D平面抽象植物艺术花卉海报套装（2张），现代花卉墙 आर्ट植物卧室印花，现代家居装饰，中世纪风格复古墙 आर्ट，无框,2.92,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/b95be99d-d818-4eec-b1ea-8ca997a38b10.jpg,https://www.temu.com/search_result.html?search_key=607130316813037&search_method=user,913.csv,False,,True,0
89,1.055445122915766,607107030033383,"2D Flat, 1pc Party Christmas Hat, Christmas Snowmen with Scarves and Hats Printed Design, Christmas Party Holiday Costume Accessory, Xmas Hats for Men and Women, Holiday Family Gathering Supplies, Best Christmas Gift Giving, 2D Flat",4.22,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/bdce2347d9f144e0a09abff7721a59f6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607107030033383&search_method=user,913.csv,False,,True,0
90,1.0530054401769013,605867277689848,2D平面竖版航海海报1件 - 木质画框海洋帆船帆布画，适用于客厅、书房、走廊装饰，包边画框带挂钩安装/适用于家庭办公室、餐厅，是海洋主题的理想礼物,9.19,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/2123a66064/6dfdc453-215d-439f-a76a-e4a77f629304_800x800.jpeg,https://www.temu.com/search_result.html?search_key=605867277689848&search_method=user,913.csv,False,,False,14
91,1.0517625181526178,607123538828111,"2D Flat, 2D Flat 4pcs Cartoon Shower Curtain Set, Blue Bathing Cat Pattern Bathroom Decor, Accessories with 1pc Shower Curtain+3pcs Mats 38*42cm+37.5*45cm+45*75cm Cat Lover, Halloween Decoration, Bathroom Accessories, 2D Flat",32.35,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/21f06629e0/260ffc3b-78b8-43e4-b447-98d34d7cd67e_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607123538828111&search_method=user,913.csv,False,,True,0
92,1.0457806298065448,607141255549124,"1pc, 2D Flat, Matchstick Fireplace Wall Sticker, Surrounded by Flying Butterflies, PVC Self-adhesive and Removable, Suitable for Bedroom, Living Room, Dining Room, Bathroom, Home Wall Decoration, Room Decoration, Etc., 2D Flat",1.42,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/c522ff0bc3474a52b936eb609cb182d0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607141255549124&search_method=user,913.csv,False,,False,0
93,1.0433433182569034,607104882589817,2D平面 木制品圆形悬挂木质标牌 情人节花环标牌 爱心标牌 花环附件 有趣墙壁装饰 木板标牌装饰 新奇装饰工艺品 家居装饰礼品,2.01,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/27b1f7ed17424e92ae0cbdae31fd0ab8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607104882589817&search_method=user,913.csv,False,,True,0
94,1.0380944247880477,607126625856898,2D平面无框圣诞故事海报印刷复古油画风格家居装饰艺术万圣节圣诞节秋节礼物，适用于客厅卧室农舍墙壁装饰,1.26,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/4f1e07a4013046eba96fead7a1fecb08-goods.jpeg,https://www.temu.com/search_result.html?search_key=607126625856898&search_method=user,913.csv,False,,True,18
95,1.0380603623816664,607256817009309,2D平面1件树造型装饰托盘，桌面小摆件，节日装饰收纳小盘，可放置于桌面、台面、展示架等多种位置，既可用作收纳，也可作为装饰，日常使用,3.33,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/a8f9ad61-cf33-4dc3-8db9-a9b71dc1eb40.jpg,https://www.temu.com/search_result.html?search_key=607256817009309&search_method=user,913.csv,False,,False,5
96,1.0375423866159077,607129243088276,洗手液机，香烟洗手液分配器瓶，趣味异形浴室装饰，透明按压泵塑料乳液瓶，送给吸烟者和反烟爱好者的礼物,3.85,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/f7e0509e2c814e719e1668d32e67821a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129243088276&search_method=user,913.csv,True,烟,True,0
97,1.035950610989471,606739541905158,6件套装饰性金箔金属窗帘绑带，创意窗帘绳扣，适用于家庭和办公室的弹簧式窗帘固定夹（金色）,3.96,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/85f92631-0dae-4738-8f52-5fddcb3c391b.jpg,https://www.temu.com/search_result.html?search_key=606739541905158&search_method=user,913.csv,False,,False,0
98,1.0349996692667855,607457606732463,"Privacy Window Film One-Way Mirror, Daytime See Out Not in Static Cling for Home Glass, Heat Blocking Protection Removable",6.88,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/4826d9c3b1dd462884e3b2aef0806ac0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607457606732463&search_method=user,913.csv,False,,False,0
99,1.032195155478495,607472840493197,4pcs优雅白色透光窗帘，透气网纱薄纱带杆袋，适用于厨房、卧室和客厅装饰；也可作为室内蚊帐、婚礼装饰、圣诞饰品及生日背景摄影背景,10.68,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/234a7f4c012b4a218a63f9a6fd86810a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607472840493197&search_method=user,913.csv,False,,False,39
100,1.0308261615942866,607123538804755,"(2D Flat) 1pc Halloween Ghosts And Pumpkins Elastic Tablecloth, Elastic Edging, Stretchable, Suitable for Christmas Gatherings in Indoor Living Rooms, Christmas Table Decoration, Light Luxury Romantic And Festive Elegant",18.52,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/f854d504e79049979a6bc51e1667f9a5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607123538804755&search_method=user,913.csv,True,Led,True,0
